backend,pipeline,scheduler,n_pods_batch,n_nodes_or_atoms,n_shots,max_iter,pod_name,seed,pod_wall_s,batch_wall_s,n_iterations,total_qpu_wait_s,total_circuit_time_s,avg_qpu_wait_s,avg_circuit_time_s,approximation_ratio,converged,total_elapsed_s,timestamp
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-0,100,53.0,95.334,0,0,0,,,0.486,False,36.095,2026-06-18T06:00:32.214079+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-1,101,54.0,95.334,0,0,0,,,0.49,False,35.457,2026-06-18T06:00:32.545115+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-2,102,58.0,95.334,0,0,0,,,0.487333,False,37.4,2026-06-18T06:00:32.863834+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-3,103,55.0,95.334,0,0,0,,,0.5,False,35.088,2026-06-18T06:00:33.180835+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-4,104,57.0,95.334,0,0,0,,,0.479333,False,37.274,2026-06-18T06:00:33.515015+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-5,105,58.0,95.334,0,0,0,,,0.489333,False,39.111,2026-06-18T06:00:33.851296+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-6,106,56.0,95.334,0,0,0,,,0.462,False,37.984,2026-06-18T06:00:34.214356+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-7,107,80.0,95.334,0,0,0,,,0.478,False,63.226,2026-06-18T06:00:34.560664+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-8,108,55.0,95.334,0,0,0,,,0.508,False,39.692,2026-06-18T06:00:34.883818+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-9,109,60.0,95.334,0,0,0,,,0.506667,False,40.947,2026-06-18T06:00:35.206770+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-10,110,81.0,95.334,0,0,0,,,0.504,False,60.632,2026-06-18T06:00:35.533188+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-11,111,59.0,95.334,0,0,0,,,0.512667,False,39.499,2026-06-18T06:00:35.852123+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-12,112,61.0,95.334,0,0,0,,,0.528667,False,40.265,2026-06-18T06:00:36.179930+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-13,113,90.0,95.334,0,0,0,,,0.486667,False,49.156,2026-06-18T06:00:36.503457+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-14,114,89.0,95.334,0,0,0,,,0.488,False,48.115,2026-06-18T06:00:36.834619+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-15,115,60.0,95.334,0,0,0,,,0.464667,False,38.788,2026-06-18T06:00:37.167007+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-16,116,61.0,95.334,0,0,0,,,0.498,False,39.405,2026-06-18T06:00:37.513113+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-17,117,58.0,95.334,0,0,0,,,0.476,False,39.224,2026-06-18T06:00:37.843634+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-18,118,63.0,95.334,0,0,0,,,0.518,False,40.975,2026-06-18T06:00:38.151491+00:00
rigetti_cepheus,gate,default,20,10,100,5,qaoa-exp-rigetti-cepheus-n20-q10-19,119,61.0,95.334,0,0,0,,,0.485333,False,40.954,2026-06-18T06:00:38.443376+00:00
