backend,pipeline,scheduler,n_pods_batch,n_nodes_or_atoms,n_shots,max_iter,pod_name,seed,pod_wall_s,batch_wall_s,n_iterations,total_qpu_wait_s,total_circuit_time_s,avg_qpu_wait_s,avg_circuit_time_s,approximation_ratio,converged,total_elapsed_s,timestamp
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-0,100,48.0,62.26,0,0,0,,,0.490667,False,32.171,2026-06-18T05:58:50.082012+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-1,101,52.0,62.26,0,0,0,,,0.484667,False,34.855,2026-06-18T05:58:50.222355+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-2,102,46.0,62.26,0,0,0,,,0.478667,False,31.033,2026-06-18T05:58:50.374156+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-3,103,50.0,62.26,0,0,0,,,0.508667,False,32.771,2026-06-18T05:58:50.517366+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-4,104,49.0,62.26,0,0,0,,,0.499333,False,33.264,2026-06-18T05:58:50.661184+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-5,105,56.0,62.26,0,0,0,,,0.494667,False,38.833,2026-06-18T05:58:50.810138+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-6,106,53.0,62.26,0,0,0,,,0.468,False,34.832,2026-06-18T05:58:50.948661+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-7,107,52.0,62.26,0,0,0,,,0.491333,False,35.152,2026-06-18T05:58:51.090832+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-8,108,56.0,62.26,0,0,0,,,0.512667,False,37.392,2026-06-18T05:58:51.231986+00:00
rigetti_cepheus,gate,default,10,10,100,5,qaoa-exp-rigetti-cepheus-n10-q10-9,109,57.0,62.26,0,0,0,,,0.506,False,38.762,2026-06-18T05:58:51.375096+00:00
